,Result,Text
291,TN,This movie horrible writing bad cgi average acting poor jokes ok editing average pacing movie always turns could go good interesting direction
292,FP,Marvel marketed first black superhero movie Well I brain I saw Blade But still movie boring without logic
293,TP,I like transitions emotional events CACivil War It gives new hope place new characters It shows Marvel Studios create superhero different unique way exceeded limits And character ugh SO AMAZING
294,TP,Doctor Strange amazing movie Marvels Doctor Strange elegancy nicely directed Derrickson magical portals Sorcerer Supreme graphics done well How defeats Dormammu Kaecillius With touch intensity I give 5 stars HatsOff director screenwriter screenwriters
295,FN,I 100 recommend movie I trouble finding words describe it Now I might let children watch gory parts decision others make Hope enjoy movie much I do
296,TP,I love watch movie fun watch I usually hate watching movies storyline visual effects movie spectacular I really encourage watch this
297,TP,A film towards infinity beyond male Benedict Cumberbatch immersed role feel imagination moment matter logical This masterpiece forgotten minds
298,TP,This movie underrated hidden gem This movie spectacular visuals awesome acting Marvel well I honestly can’t wait sequel
299,TP,My absolute favourite Marvel movie watched 6 times still enough Ive readed every single comic book regarding Doctor Strange I personally feel like absolute best character Marvel could offer par Constantine DC imo
300,FN,good movie spectacular visual effect Mr Benedict charming actor bring charisma character cant wait next movie
301,TP,This movie great many levels like amazing visuals great lead Benedict Cumberbatch good supporting cast good villain underrated can’t wait sequel
302,FN,AWesomeeee movie Watching Strange work struggles physically mentally created hooked amazing plot 5 STARS D D
303,TP,This one favourite movies I watched lot masterpieces I watched generic movies ofcourse I find good No I watched TDK triology Chris nolan movies marvel movies stands I like arrogant characters I love visual effects like this I fan action visual effects like this buildings getting round mirror dimension etc I love types visual effects But thing I find bad runtime 1 hour 57 mins thats movie feels like rushed first dr strange normal person arrogant best buisness gets accident gets lost tries find way out finds man got cured condition like him finds kamar taj gets it starts training especially part rushed learns everything kamar taj gets attacked reunites cristine oh I forget yes chemistry cristine palmer strange really amazing gets extremely low screen time like I wanted lot lot morebut got minutes dr strange fights people best buisness magic defeats them anicient one dies Omg thats much 2 hours reverses time wins And theres lot I missed like chemistry wong Black friend
304,FN,I thought pretty good However Avengers infinity wars disney got super liberal Anyway  Im never gonna go see another marvel movie characters suddenly different I bet Stan Lee would love see life achievements beloved characters stepped someone complained Someones feeling get hurt says generation laughed family guy Feels like Im living russia
305,TP,This movie one favorites although I say every Marvel movie I watch I think Dr Strange one movies less dramatic less action involved All all still pretty great movie I really suggest watching it I give 4 star little action would better feels like movie complete without bigger fight thats typical marvel style make un dramatic
306,TP,great storyline perfect mix dark  hillarious though really appreciate creativity  magic this ive never fan multiverse theories theres like 50 different versions you seems like bit overkill unnecessary plotwise also frank immoral think cloning human bodies immoralthen like 10x worse clone actual soul When really think it becomes VERY depressing would make makes essentially meaningless even entire soulits split countless times countless different bodies countless different universes whole existence becomes pointless
307,TP,Its definitely best Marvel film Benedict works well Doctor Strange visuals absolutely marvellous There nice quippy bits made fun well Great casting visuals It could interesting quality film overall
308,TP,liked part dr strange ER gandalf came said help lost avacado eyes imploded turned racoon pikachu came ate racoon gandalf said  wish could cucumber plane flew sun became god bananas sent super lazer high pressured cheese infused it side world james bond killed shrek noticed left killing license car FBI ate him pretty good
309,FN,An amazing film The powers screenplay extraordinary There could extra scenes characters like ancientone There could also Scenes magic works scifi stuff Scott derrickson done good gob
310,TP,good one I impressed The FX unexpected really neat well cared Its real artwork I like humor formula It kind lessen impact serious sci movie Not sure Other great actors story
311,TP,This 2016 movie shows lot passion towards neurosurgeon whose life changes accident The film also spends minutes hospital I definitely recommend doctors nurses
312,FN,A brilliant surgeon forced reassess life He learns price salvation high step towards ambition brings closer fate dreadful glorious could imagined Here Wizards
